text,current_prediction,suggested_correction,reason
"Contains celery, barley, oats, rye, wheat, eggs, crustaceans, fish, gluten, lupin, milk, molluscs, mustard, nuts, almond, brazil nut, cashew nuts, hazelnut, macadamia/queensland nut, pecan nut, pistachio nut, walnut, peanuts, sesame, soybeans, sulphur dioxide/sulphites","Celery and Celeriac - indexes: [9,15] - text: celery
Gluten - indexes: [17,23] - text: barley
Gluten - indexes: [25,29] - text: oats
Gluten - indexes: [31,34] - text: rye
Wheat - indexes: [36,41] - text: wheat
Eggs - indexes: [43,47] - text: eggs
Crustaceans - indexes: [49,60] - text: crustaceans
Fish - indexes: [62,66] - text: fish
Gluten - indexes: [68,74] - text: gluten
Lupin - indexes: [76,81] - text: lupin
Dairy - indexes: [83,87] - text: milk
Molluscs - indexes: [89,97] - text: molluscs
Mustard - indexes: [99,106] - text: mustard
Nuts - indexes: [108,112] - text: nuts
Nuts - indexes: [114,120] - text: almond
Nuts - indexes: [122,132] - text: brazil nut
Nuts - indexes: [134,145] - text: cashew nuts
Nuts - indexes: [147,155] - text: hazelnut
Nuts - indexes: [157,166] - text: macadamia
Nuts - indexes: [167,181] - text: queensland nut
Nuts - indexes: [183,192] - text: pecan nut
Nuts - indexes: [194,207] - text: pistachio nut
Nuts - indexes: [209,215] - text: walnut
Peanuts - indexes: [217,224] - text: peanuts
Sesame - indexes: [226,232] - text: sesame
Soybeans - indexes: [234,242] - text: soybeans
Sulphites - indexes: [244,269] - text: sulphur dioxide/sulphites",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Topped with soy protein & hot vegan cheese in a tomato sauce.,"Soybeans - indexes: [12,23] - text: soy protein",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Boiled or scrambled eggs, suxhuk, feta cheese, tomatoes, cucumber, olives, halloumi cheese, toast & fresh bread. Contains eggs, milk, diary & nuts.
Contains gluten","Eggs - indexes: [20,24] - text: eggs
Eggs - indexes: [122,126] - text: eggs
Dairy - indexes: [128,132] - text: milk
Dairy - indexes: [134,139] - text: diary
Nuts - indexes: [142,146] - text: nuts
Gluten - indexes: [157,163] - text: gluten",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Cooked with onions, green chilles, peppers & selected spices.
Fairly Hot, Milk, Soya, Nuts, Peanuts, Mustard, Crustacenas","Dairy - indexes: [74,78] - text: Milk
Soybeans - indexes: [80,84] - text: Soya
Nuts - indexes: [86,90] - text: Nuts
Peanuts - indexes: [92,99] - text: Peanuts
Mustard - indexes: [101,108] - text: Mustard
Crustaceans - indexes: [110,121] - text: Crustacenas",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
This product contains CELERY / CELERIAC 25 kcals.,"Celery and Celeriac - indexes: [22,28] - text: CELERY
Celery and Celeriac - indexes: [31,39] - text: CELERIAC",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"with king prawns, chicken, beef, eggs, tomatoes, onion, spring onions and light soya sauce. (C*)(E*)(F*)(S)","Eggs - indexes: [33,37] - text: eggs
Gluten - indexes: [63,69] - text: onions
Soybeans - indexes: [80,84] - text: soya
Crustaceans - indexes: [93,94] - text: C
Eggs - indexes: [97,98] - text: E
Fish - indexes: [101,102] - text: F
Soybeans - indexes: [105,106] - text: S","[{'span': '(S)', 'allergen': 'Soybeans', 'certainty': 'High', 'explanation': 'Shorthand code S indicates Soybeans'}]","Mismatch between predicted allergens {'Eggs - indexes: [33', '94] - text: C\nEggs - indexes: [97', '84] - text: soya\nCrustaceans - indexes: [93', '106] - text: S', '102] - text: F\nSoybeans - indexes: [105', '98] - text: E\nFish - indexes: [101', '37] - text: eggs\nGluten - indexes: [63', '69] - text: onions\nSoybeans - indexes: [80'} and extracted allergens {'Soybeans'}"
"Smached avocado on brown sourdough toast with halloumi and tomatoes. Ingredients: brown sourdough bread: wheat gluten, rye flour, salt. Lime. Halloumi, fresh tomatoes, olive oil, chili flakes. Nut Free, Vegetarian, Guten, Milk.","Wheat - indexes: [105,110] - text: wheat
Gluten - indexes: [111,117] - text: gluten
Gluten - indexes: [215,220] - text: Guten
Dairy - indexes: [222,226] - text: Milk",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"BBQ Ribs, Duck Rolls, Seaweed, Veg Rolls, Prawn on Toast, Satay Chicken. Served with Sweet Chilli & Hoi Sin Sauce.
Allergens: Peanuts, Gluten, Soya, Sesame, Fish, Crustaceans, CELERY, EGGS, MILK, MOLLUSC, NUTS, SULPHITES.","Peanuts - indexes: [126,133] - text: Peanuts
Gluten - indexes: [135,141] - text: Gluten
Soybeans - indexes: [143,147] - text: Soya
Sesame - indexes: [149,155] - text: Sesame
Fish - indexes: [157,161] - text: Fish
Crustaceans - indexes: [163,174] - text: Crustaceans
Celery and Celeriac - indexes: [176,182] - text: CELERY
Eggs - indexes: [184,188] - text: EGGS
Dairy - indexes: [190,194] - text: MILK
Molluscs - indexes: [196,203] - text: MOLLUSC
Nuts - indexes: [205,209] - text: NUTS
Sulphites - indexes: [211,220] - text: SULPHITES","[{'span': 'Allergens: Peanuts, Gluten, Soya, Sesame, Fish, Crustaceans, CELERY, EGGS, MILK, MOLLUSC, NUTS, SULPHITES.', 'allergen': 'Peanuts', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Peanuts, Gluten, Soya, Sesame, Fish, Crustaceans, CELERY, EGGS, MILK, MOLLUSC, NUTS, SULPHITES.', 'allergen': 'Gluten', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Peanuts, Gluten, Soya, Sesame, Fish, Crustaceans, CELERY, EGGS, MILK, MOLLUSC, NUTS, SULPHITES.', 'allergen': 'Soya', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Peanuts, Gluten, Soya, Sesame, Fish, Crustaceans, CELERY, EGGS, MILK, MOLLUSC, NUTS, SULPHITES.', 'allergen': 'Sesame', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Peanuts, Gluten, Soya, Sesame, Fish, Crustaceans, CELERY, EGGS, MILK, MOLLUSC, NUTS, SULPHITES.', 'allergen': 'Fish', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Peanuts, Gluten, Soya, Sesame, Fish, Crustaceans, CELERY, EGGS, MILK, MOLLUSC, NUTS, SULPHITES.', 'allergen': 'Crustaceans', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Peanuts, Gluten, Soya, Sesame, Fish, Crustaceans, CELERY, EGGS, MILK, MOLLUSC, NUTS, SULPHITES.', 'allergen': 'CELERY', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Peanuts, Gluten, Soya, Sesame, Fish, Crustaceans, CELERY, EGGS, MILK, MOLLUSC, NUTS, SULPHITES.', 'allergen': 'EGGS', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Peanuts, Gluten, Soya, Sesame, Fish, Crustaceans, CELERY, EGGS, MILK, MOLLUSC, NUTS, SULPHITES.', 'allergen': 'MILK', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Peanuts, Gluten, Soya, Sesame, Fish, Crustaceans, CELERY, EGGS, MILK, MOLLUSC, NUTS, SULPHITES.', 'allergen': 'MOLLUSC', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Peanuts, Gluten, Soya, Sesame, Fish, Crustaceans, CELERY, EGGS, MILK, MOLLUSC, NUTS, SULPHITES.', 'allergen': 'NUTS', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Peanuts, Gluten, Soya, Sesame, Fish, Crustaceans, CELERY, EGGS, MILK, MOLLUSC, NUTS, SULPHITES.', 'allergen': 'SULPHITES', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}]","Mismatch between predicted allergens {'203] - text: MOLLUSC\nNuts - indexes: [205', '147] - text: Soya\nSesame - indexes: [149', '133] - text: Peanuts\nGluten - indexes: [135', '141] - text: Gluten\nSoybeans - indexes: [143', '220] - text: SULPHITES', '194] - text: MILK\nMolluscs - indexes: [196', '188] - text: EGGS\nDairy - indexes: [190', 'Peanuts - indexes: [126', '174] - text: Crustaceans\nCelery and Celeriac - indexes: [176', '209] - text: NUTS\nSulphites - indexes: [211', '182] - text: CELERY\nEggs - indexes: [184', '161] - text: Fish\nCrustaceans - indexes: [163', '155] - text: Sesame\nFish - indexes: [157'} and extracted allergens {'Sesame', 'Peanuts', 'EGGS', 'MOLLUSC', 'Gluten', 'Crustaceans', 'NUTS', 'Soya', 'CELERY', 'SULPHITES', 'MILK', 'Fish'}"
🐔 Chargrilled turmeric & coconut milk marinated chicken skewers. Served with peanut sauce and pickles. (M)(Pn*),"Dairy - indexes: [33,37] - text: milk
Dairy - indexes: [104,105] - text: M
Peanuts - indexes: [107,109] - text: Pn","[{'span': '(M)', 'allergen': 'Molluscs', 'certainty': 'High', 'explanation': 'Shorthand code M indicates Molluscs'}]","Mismatch between predicted allergens {'Dairy - indexes: [33', '37] - text: milk\nDairy - indexes: [104', '105] - text: M\nPeanuts - indexes: [107', '109] - text: Pn'} and extracted allergens {'Molluscs'}"
"Sweet & sour sauce dip Contains cereals containing gluten, cristaceans, eggs & sesame seeds","Gluten - indexes: [32,57] - text: cereals containing gluten
Crustaceans - indexes: [59,70] - text: cristaceans
Eggs - indexes: [72,76] - text: eggs
Sesame - indexes: [79,91] - text: sesame seeds",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Minimum for 2. Sesame prawn toast, seaweed, king prawn roll, vegetable spring rolls, BBQ ribs peking style and sweet and sour dip, cerals containing gluten, eggs, peanuts, crutaccans, molluses. 6.50 (P/P)","Gluten - indexes: [138,155] - text: containing gluten
Eggs - indexes: [157,161] - text: eggs
Peanuts - indexes: [163,170] - text: peanuts
Molluscs - indexes: [172,182] - text: crutaccans
Molluscs - indexes: [184,192] - text: molluses
Peanuts - indexes: [200,201] - text: P
Peanuts - indexes: [202,203] - text: P",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Meat Somosa /ms,"Mustard - indexes: [13,15] - text: ms",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"(King Prawn. Chicken, Vegetables & Cashew Nuts in Garlic Sauce). Contain peanuts and cashew nut","Crustaceans - indexes: [6,11] - text: Prawn
Nuts - indexes: [35,46] - text: Cashew Nuts
Peanuts - indexes: [73,80] - text: peanuts
Nuts - indexes: [85,95] - text: cashew nut",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contain: oysters sauce,soya sauce, sesames oils","Molluscs - indexes: [9,16] - text: oysters
Soybeans - indexes: [23,33] - text: soya sauce
Sesame - indexes: [35,47] - text: sesames oils",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"ต้มยำ (C,F,V) Thailand’s famous spicy and sour soup cooked with lemongrass, galangal herbs, kaffir lime leave and lime juice","Fish - indexes: [1,2] - text: ้
Crustaceans - indexes: [6,7] - text: (
Crustaceans - indexes: [7,8] - text: C
Fish - indexes: [8,9] - text: ,
Soybeans - indexes: [9,10] - text: F
Fish - indexes: [10,11] - text: ,
Sesame - indexes: [23,24] - text: s","[{'span': '(C,F,V)', 'allergen': 'Celery and Celeriac', 'certainty': 'High', 'explanation': 'Shorthand code C indicates Celery and Celeriac'}, {'span': '(C,F,V)', 'allergen': 'Fish', 'certainty': 'High', 'explanation': 'Shorthand code F indicates Fish'}]","Mismatch between predicted allergens {'Sesame - indexes: [23', '11] - text:', 'Fish - indexes: [1', 'Soybeans - indexes: [9', '10] - text: F\nFish - indexes: [10', '2] - text: ้\nCrustaceans - indexes: [6', '7] - text: (\nCrustaceans - indexes: [7', '24] - text: s', '8] - text: C\nFish - indexes: [8', '9] - text:'} and extracted allergens {'Fish', 'Celery and Celeriac'}"
Served with a side salad. Contains: Cereals including gluten &amp; milk,"Gluten - indexes: [36,60] - text: Cereals including gluten
Dairy - indexes: [67,71] - text: milk","[{'span': 'Contains: Cereals including gluten &amp;', 'allergen': 'Cereals including gluten &amp', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}]","Mismatch between predicted allergens {'71] - text: milk', 'Gluten - indexes: [36', '60] - text: Cereals including gluten\nDairy - indexes: [67'} and extracted allergens {'Cereals including gluten &amp'}"
"Contains Egg Hot, Cruseans","Eggs - indexes: [9,12] - text: Egg
Crustaceans - indexes: [18,26] - text: Cruseans",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"ALLERGEN INFORMATION: Contains CEREALS CONTAINING GLUTEN, EGGS, MILK, NUTS, PEANUTS","Gluten - indexes: [31,56] - text: CEREALS CONTAINING GLUTEN
Eggs - indexes: [58,62] - text: EGGS
Dairy - indexes: [64,68] - text: MILK
Nuts - indexes: [70,74] - text: NUTS
Peanuts - indexes: [76,83] - text: PEANUTS",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Quilon Seabass Curry with Tapioca Mash . [ F ] . [ MD ],"Fish - indexes: [43,44] - text: F
Mustard - indexes: [51,53] - text: MD",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
FIsh Bites Child Meal,"Fish - indexes: [0,4] - text: FIsh",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Black bean sauce with carrot, green pepper & onion with a hint of spice","Soybeans - indexes: [6,10] - text: bean",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Dumpling of flour stuffed with chicken cooked in steam.
Contains : Sesme Seeds","Sesame - indexes: [67,78] - text: Sesme Seeds",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contains
Gluten
Eggs
Soya
Milk","Gluten - indexes: [9,15] - text: Gluten
Eggs - indexes: [16,20] - text: Eggs
Soybeans - indexes: [21,30] - text: Soya
Milk",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Allergens – Soya, Whear, Gluten, Mustard, Dairy","Soybeans - indexes: [12,16] - text: Soya
Wheat - indexes: [18,23] - text: Whear
Gluten - indexes: [25,31] - text: Gluten
Mustard - indexes: [33,40] - text: Mustard
Dairy - indexes: [42,47] - text: Dairy",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Allergens: Wakame Seaweed contains wheat, sesame seed oil & soya bean. Miso Dressing contains soya bean & sesame seeds. Sesame seed garnish contains sesame seeds.","Wheat - indexes: [35,40] - text: wheat
Sesame - indexes: [42,57] - text: sesame seed oil
Soybeans - indexes: [60,69] - text: soya bean
Soybeans - indexes: [94,103] - text: soya bean
Sesame - indexes: [106,118] - text: sesame seeds
Sesame - indexes: [120,131] - text: Sesame seed
Sesame - indexes: [149,161] - text: sesame seeds","[{'span': 'Allergens: Wakame Seaweed contains wheat, sesame seed oil & soya bean.', 'allergen': 'Wakame Seaweed contains wheat', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Wakame Seaweed contains wheat, sesame seed oil & soya bean.', 'allergen': 'sesame seed oil & soya bean', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}]","Mismatch between predicted allergens {'40] - text: wheat\nSesame - indexes: [42', '57] - text: sesame seed oil\nSoybeans - indexes: [60', '69] - text: soya bean\nSoybeans - indexes: [94', '103] - text: soya bean\nSesame - indexes: [106', '131] - text: Sesame seed\nSesame - indexes: [149', '161] - text: sesame seeds', '118] - text: sesame seeds\nSesame - indexes: [120', 'Wheat - indexes: [35'} and extracted allergens {'sesame seed oil & soya bean', 'Wakame Seaweed contains wheat'}"
"Snow crab meat and avocado with mayonnaise dressing *crab,mayo","Crustaceans - indexes: [5,9] - text: crab
Eggs - indexes: [32,42] - text: mayonnaise
Crustaceans - indexes: [53,57] - text: crab
Eggs - indexes: [58,62] - text: mayo",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"A2, A13, A14","Gluten - indexes: [0,2] - text: A2
Soybeans - indexes: [4,7] - text: A13
Sulphites - indexes: [9,12] - text: A14",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"(Whole or half sticky bbq sauce) Mustard vinaigrette leaves, Pickles. (M,MU,SY,CE) GF","Dairy - indexes: [71,72] - text: M
Mustard - indexes: [73,75] - text: MU
Soybeans - indexes: [76,78] - text: SY
Celery and Celeriac - indexes: [79,81] - text: CE","[{'span': '(M,MU,SY,CE)', 'allergen': 'Molluscs', 'certainty': 'High', 'explanation': 'Shorthand code M indicates Molluscs'}]","Mismatch between predicted allergens {'Dairy - indexes: [71', '75] - text: MU\nSoybeans - indexes: [76', '81] - text: CE', '78] - text: SY\nCelery and Celeriac - indexes: [79', '72] - text: M\nMustard - indexes: [73'} and extracted allergens {'Molluscs'}"
